"CODIGO1","CODIGO2","CODINT1","CODINT2","COMENTARIO","VALORCOMENTARIO","FECHA","TIPO_ACTUALIZACION"
"45421","4332","FF45421","F4332","Instalación en edificios y obras de puertas no automatizadas o giratorias, ventanas y marcos, persianas, mobiliario de madera o materiales plásticos.
Acabados interiores, como techos, tabiques móviles de madera o materiales plástico.","","",""
"45422","4332","FF45422","F4332","Instalación en edificios y obras de puertas no automatizadas o giratorias, ventanas y marcos, persianas, mobiliario de materiales metálicos.
Acabados interiores, como techos, tabiques móviles de materiales metálicos.","","",""
"45430","4333","FF45430","F4333","Colocación en edificios y obras de construcción de revestimientos de cerámica, terrazo, marmol, granito, piedra tallada para pared o suelos.
Instalación de cerámica para cocinas.
Revestimientos de moqueta y linóleo para paredes y suelos.
Colocación de papeles pintados.","","",""
"45441","4334","FF45441","F4334","Instalación de cristales y espejos.","","",""
"45442","4334","FF45442","F4334","Pintura exterior e interior de edificios.
Pintura de obras de ingenieria civil.","","",""
"45450","4339","FF45450","F4339","Limpieza de edificios inmediatamente despues de su construcción.
Recogida de escombros. 
Obras de acabado de edificios que no se refieran al revocamiento, carpintería, revestimiento de suelos y paredes, acristalamiento y pintura.","","",""
"45500","4399","FF45500","F4399","Alquiler de grúas y otros equipos de edificación dotado de operario.","","",""
"50101","4511","GG50101","G4511","Venta de vehículos nuevos o usados, incluidos los todoterreno, como jeeps (de menos de 3,5 toneladas).","","",""
"50102","4511","GG50102","G4511","Venta de vehículos nuevos o usados como vehículos de motor para pasajeros, incluidos los especializados como  ambulancias, microbuses.","","",""
"50102","4519","GG50102","G4519","Venta de vehículos nuevos y de segunda mano como camiones, remolques y semirremolques.","","",""
"50103","4519","GG50103","G4519","Venta de vehículos nuevos y de segunda mano de vehículos de acampada, como caravanas y autocaravanas.","","",""
"50200","4520","GG50200","G4520","Mantenimiento y reparaciónes  mecánicas, eléctricas, corrientes, de carrocerías, de sistemas de inyección electrónica, de accesorios, parabrisas, ventanilla, asientos, incluye la sustitución de neumáticos y de repuestos y accesorios.","","",""
"50200","5221","GG50200","H5221","Remolque y asistencia en carretera.","","",""
"50301","4531","GG50301","G4531","Comercio al por mayor de repuestos y accesorios de vehículos de motor.","","",""
"50302","4532","GG50302","G4532","Comercio al por menor de repuestos y accesorios.","","",""
"50400","4540","GG50400","G4540","Venta de motocicletas incluidos los ciclomotores, de sus repuestos y accesorios, asi como su mantenimiento y reparación.","","",""
"50500","4730","GG50500","G4730","Venta de carburante para vehículos de motor y motocicletas.
Venta de lubricantes y refrigerantes.","","",""
"51110","4611","GG51110","G4611","Intermediarios en los productos indicados incluidas las pieles en bruto.","","",""
"51120","4612","GG51120","G4612","Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriale se incluyen los abonos.","","",""
"51130","4613","GG51130","G4613","Intermediarios del comercio de la madera y materiales de construcción.","","",""
"51140","4614","GG51140","G4614","Intermediarios del comercio de maquinaria agricola.
Intermediarios de maquinaria y equipo de oficina.","","",""
"51150","4615","GG51150","G4615","Intermediarios del comercio de muebles, artículos para el hogar y ferretería.","","",""
"51160","4616","GG51160","G4616","","","",""
"51170","4617","GG51170","G4617","Intermediarios del comercio de productos alimenticios, bebidas y tabaco se incluyen las lonjas.","","",""
"51180","4618","GG51180","G4618","Se incluyen los productos de farmacia, médicos y de cosmética.
Centrales de compra de alimentos.
Intermediarios de comercio de bicicletas.
Economatos de empresa.","","",""
"51190","4619","GG51190","G4619","Imtermediarios de comercio sin predominio en algún producto.
Centrales de compras de productos diversos distintos de los alimentos.","","",""
"51210","4621","GG51210","G4621","Comercio al por mayor de patatas para siembra.
Comercio al por mayor de alimentos para el ganado.","","",""
"51220","4622","GG51220","G4622","Comprende el conercio al por mayor de flores, plantas y bulbos.","","",""
"51240","4624","GG51240","G4624","","","",""
"51250","4621","GG51250","G4621","Comercio al por mayor de tabaco en rama.","","",""
"51310","4631","GG51310","G4631","","","",""
"51321","4632","GG51321","G4632","Comercio al por mayor de carne.","","",""
"51322","4632","GG51322","G4632","Comercio al por mayor de productos cárnicos.","","",""
"51323","4632","GG51323","G4632","Comercio al por mayor de volatería y otros animales de granja y caza.","","",""
"51330","4633","GG51330","G4633","","","",""
"51340","4634","GG51340","G4634","","","",""
"51340","1101","GG51340","C1101","Mezcla de bebidas alcohólicas destiladas.","","",""
"51340","1102","GG51340","C1102","Mezcla, depuración y embotellado de vinos.","","",""
"51350","4635","GG51350","G4635","","","",""
"51360","4636","GG51360","G4636","","","",""
"51370","4637","GG51370","G4637","","","",""
"51381","4638","GG51381","G4638","Comercio al por mayor de pescados y mariscos.","","",""
"51382","4638","GG51382","G4638","No incluye el comercio al por mayor de frutas y hotalizas en conserva.","","",""
"51391","4639","GG51391","G4639","Comercio al por mayor de productos alimenticios congelados.","","",""
"51392","4639","GG51392","G4639","","","",""
"51410","4641","GG51410","G4641","","","",""
"51421","4642","GG51421","G4642","Comercio al por mayor de prendas de vestir, incluidos el vestuario deportivo.
Comercio al por mayor de prendas de peletería.","","",""
"51422","4642","GG51422","G4642","Comercio al por mayor de calzado.","","",""
"51423","4642","GG51423","G4642","Comercio al por mayor de accesorios de vestir como guantes, corbatas y tirantes.
Comercio al por mayor de accesorios de piel.
Comercio al por mayor de paraguas.","","",""
"51430","4643","GG51430","G4643","Comercio al por mayor de aparatos electrodomésticos.
Comercio al por mayor de aparatos de radio y televisión.
Comercio al por mayor  de cintas grabadas de audío y video, CD y DVD.","","",""
"51430","4647","GG51430","G4647","Comercio al por mayor de equipos domésticos de iluminación.","","",""
"51441","4644","GG51441","G4644","Comercio al por mayor de porcelana y cristalería.","","",""
"51442","4644","GG51442","G4644","Comercio al por mayor de artículos de limpieza.","","",""
"51442","4673","GG51442","G4673","Comercio al por mayor de papeles pintados.","","",""
"51450","4645","GG51450","G4645","","","",""
"51460","4646","GG51460","G4646","","","",""
"51471","4649","GG51471","G4649","Comercio al por mayor de material de escritorio, libros, revistas y periódicos.","","",""
"51472","4649","GG51472","G4649","Comercio al por mayor de juegos y juguetes.","","",""
"51473","4648","GG51473","G4648","Comercio al por mayor de artículos de relojería y joyería.","","",""
"51474","4649","GG51474","G4649","Comercio al por mayor de artículos de cuero y accesorios de viaje.","","",""
"51475","4649","GG51475","G4649","Comercio al por mayor de artículos de madera, mimbre, corcho, ..
Comercio al por mayor de instrumentos musicales.
Comercio al por mayor de artículos de deporte.
Comercio al por mayor de bicicletas y sus repuestos y accesorios.","","",""
"51475","4647","GG51475","G4647","Comercio al por mayor de muebles (excepto muebles de oficina).
Comercio al por mayor de alfombras.","","",""
"51475","4643","GG51475","G4643","Comercio al por mayor de productos fotográficos y ópticos.","","",""
"51475","4673","GG51475","G4673","Revestimientos de suelos.","","",""
"51510","4671","GG51510","G4671","Comercio al por mayor de combustibles, grasas, aceites.
Comercio al por mayor de butano.","","",""
"51521","4672","GG51521","G4672","Comercio al por mayor de minerales metálicos férreos y no férreos.","","",""
"51522","4672","GG51522","G4672","Comercio al por mayor de metales ferreos incluso en su forma primaria.","","",""
"51523","4672","GG51523","G4672","Comercio al por mayor de metales oro y otros metales preciosos.","","",""
"51524","4672","GG51524","G4672","Comercio al por mayor de metales no férrreos en forma primaria.","","",""
"51531","4673","GG51531","G4673","Comercio al por mayor de madera en bruto
Comercio al por mayor de productos de primera transformación de la madera.","","",""
"51533","4673","GG51533","G4673","Comercio al por mayor de materiales básicos de construcción.","","",""
"51534","4673","GG51534","G4673","Comercio al por mayor de vidrio plano.
Comercio al por mayor de sanitarios.
Comercio al por mayor de casas prefabricadas.","","",""
"51541","4674","GG51541","G4674","Comercio al por mayor de ferretería.","","",""
"51542","4674","GG51542","G4674","Comercio al por mayor de fontanería y calefacción.","","",""
"51551","4675","GG51551","G4675","Comercio al por mayor de fertilizantes y productos agroquímicos.","","",""
"51552","4676","GG51552","G4676","Comercio al por mayor de materias plásticas en formas primarias.","","",""
"51553","4675","GG51553","G4675","Comercio al por mayor de productos químicos industriales: anilina, aceites esenciales, colorantes,etc.","","",""
"51560","4676","GG51560","G4676","Comercio al por mayor de fibras textiles.
Comercio al por mayor de papel en bruto.
Comercio al por mayor de piedras preciosas.","","",""
"51571","4677","GG51571","G4677","Comercio al por mayor de chatarra.
Comercio al por mayor de deshechos metálicos.
Desguace de automóviles.","","",""
"51572","4677","GG51572","G4677","Comercio al por mayor de deshechos no metálicos.","","",""
"51600","4652","GG51600","G4652","Comercio al por mayor de equipos electrónicos y sus componentes.","","",""
"51611","4662","GG51611","G4662","Comercio al por mayor de máquinas para trabajar la madera y el corcho incluidas las dirigidas por ordenador.","","",""
"51612","4662","GG51612","G4662","Comercio al por mayor  de maquinas- herramienta para trabajar  metales incluidas las dirigidas por ordenador.","","",""
"51620","4663","GG51620","G4663","","","",""
"51630","4664","GG51630","G4664","","","",""
"51660","4661","GG51660","G4661","","","",""
"51670","4651","GG51670","G4651","","","",""
"51680","4665","GG51680","G4665","Comercio al por mayor de muebles de oficina.","","",""
"51680","4666","GG51680","G4666","Comercio al por mayor de máquinas y equipos de oficina excepto ordenadores y periféricos.","","",""
"51691","4669","GG51691","G4669","Comercio al por mayor de robots de fabricación en cadena.
Comercio al por mayor de alambre, interruptores y demas equipo de instalación para uso industrial.
Comercio al por mayor de otro material eléctrico como motores eléctricos y transformadores.","","",""
"51692","4669","GG51692","G4669","Comercio al por mayor del comercio y la navegación y otros servicios.","","",""
"51700","4690","GG51700","G4690","","","",""
"52111","4711","GG52111","G4711","","","",""
"52112","4711","GG52112","G4711","","","",""
"52113","4711","GG52113","G4711","","","",""
"52114","4711","GG52114","G4711","","","",""
"52115","4711","GG52115","G4711","","","",""
"52121","4719","GG52121","G4719","Actividades de grandes almacenes.","","",""
"52122","4719","GG52122","G4719","Comercio al por menor de una gran variedad de productos entre los que no predominan los productos alimenticios, las bebidas y el tabaco.","","",""
"52210","4721","GG52210","G4721","Comercio al por menor de frutas y hortalizas frescas.","","",""
"52220","4722","GG52220","G4722","","","",""
"52230","4723","GG52230","G4723","","","",""
"52240","4724","GG52240","G4724","","","",""
"52250","4725","GG52250","G4725","","","",""
"52260","4726","GG52260","G4726","","","",""
"52271","4729","GG52271","G4729","Comercio al por menor de productos lácteos y huevos.","","",""
"52272","4729","GG52272","G4729","Comercio al por menor de conservas de carne y pescado.
Tienda de ultramarinos.","","",""
"52310","4773","GG52310","G4773","","","",""
"52320","4774","GG52320","G4774","","","",""
"52330","4775","GG52330","G4775","","","",""
"52410","4751","GG52410","G4751","","","",""
"52420","4771","GG52420","G4771","","","",""
"52440","4759","GG52440","G4759","Comercio al por menor de muebles, excepto muebles de oficina.
Comercio al por menor de artículos de iluminación.
Comercio al por menor de utensilios diversos domésticos, no eléctricos, cubertería, vajilla, etc.
Comercio al por menor de artículos de madera, corcho y cestería.","","",""
"52440","4753","GG52440","G4753","Comercio al por menor de cortinas y visillos.","","",""
"52450","4763","GG52450","G4763","Comercio al por menor de discos, discos compactos (CD y DVD) y cintas de audio y video.","","",""
"52450","4743","GG52450","G4743","Comercio al por menor de aparatos de radio y televisión y otros equipos audiovisuales.","","",""
"52450","4754","GG52450","G4754","Coercio al por menor de electrodomésticos.","","",""
"52450","4759","GG52450","G4759","Comercio al por menor de instrumentos musicales y partituras musicales.","","",""
"52461","4752","GG52461","G4752","Comercio al por menor de ferretería.
Comercio al por menor de vidrio plano.
Comercio al por menor de máquinas cortadoras de cesped incluidas las autopropulsadas.","","",""
"52462","4752","GG52462","G4752","Comercio al por menor de material y equipo de bricolaje.","","",""
"52463","4752","GG52463","G4752","Comercio al por menor de pinturas, barnices y esmaltes.
Comercio al por menor de otro material de construcción como ladrillos, madera, y sanitarios.","","",""
"52470","4761","GG52470","G4761","Comercio al por menor de libros.","","",""
"52470","4762","GG52470","G4762","Comercio al por menor de material de oficina, lápices, plumas, papel, etc. 
Actividades de quioskos de prensa.","","",""
"52481","4778","GG52481","G4778","Comercio al por menor de material fotográfico, óptico y de precisión.","","",""
"52482","4777","GG52482","G4777","Comercio al por menor de joyería y relojería.","","",""
"52483","4764","GG52483","G4764","Comercio al por menor de artículos de deporte, artículos de pesca, de acampada, embarcaciones y bicicletas.","","",""
"52483","4765","GG52483","G4765","Comercio al por menor de juegos y juguetes de cualquier material incluidos los videojuegos.","","",""
"52484","4753","GG52484","G4753","Comercio al por menor de papeles pintados y revestimientos de suelo.
Comercio al por menor de alfombras y moquetas.","","",""
"52485","4776","GG52485","G4776","Comercio al por menor de flores, plantas, semillas y fertilizantes y alimentos para animales de compañía.","","",""
"52486","4778","GG52486","G4778","Comercio al por menor de combustibles líquidos, botellas de gases licuados, carbón y madera para uso doméstico.","","",""
"52487","4778","GG52487","G4778","Comercio al por menor de galerías de arte.","","",""
"52488","4719","GG52488","G4719","Comercio al por menor de todo a cien.","","",""
"52488","4742","GG52488","G4742","Comercio al por menor de material de comunicación: teléfonos, faxs, etc.","","",""
"52488","4741","GG52488","G4741","Comercio al por menor especializado de material y programas informáticos no fabricados según especificaciones.
Montaje de ordenadores asociados a su venta.","","",""
"52488","4778","GG52488","G4778","Comercio al por menor de recuerdos, artículos religiosos, bisutería y artesanía.
Comercio al por menor de sellos y monedas.","","",""
"52501","4779","GG52501","G4779","Comercio al por menor de antiguedades.","","",""
"52502","4779","GG52502","G4779","Comercio al por menor de libros de segunda mano.
Comercio al por de mercancias de segunda mano como muebles, ropa,, máquina, materiales, etc.","","",""
"52610","4791","GG52610","G4791","Comercio al por menor de cualquier producto por medio de pedidos por correo.
Comercio al por menor por televisión, radio, teléfono e internet de cualquier producto.","","",""
"52620","4781","GG52620","G4781","Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos.","","",""
"52620","4782","GG52620","G4782","Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillos.","","",""
"52620","4789","GG52620","G4789","Comercio al por menor en puestos de venta y mercadillos: de alfombras, moquetas, libros, juguetes.
Comercio al por menor de aparatos domésticos electrónicos de consumo.
Comercio al por menor de grabaciones musicales y de vídeo.","","",""
"52631","4799","GG52631","G4799","Comercio al por menor a domicilio.","","",""
"52632","4791","GG52632","G4791","Comercio al por menor de subastas por internet.","","",""
"52632","4799","GG52632","G4799","Comercio al por menor por medio de máquinas expendedoras.
Comercio al por menor de vendedores ambulantes.","","",""
"52632","4779","GG52632","G4779","Comercio al por menor de las actividades de las empresas de subastas.","","",""
"52710","9523","GG52710","S9523","Reparación de calzado y artículos de cuero.","","",""
"52720","9521","GG52720","S9521","Reparación de televisión, radio, cámaras de video, reproductores de CD, cámaras de vídeo.","","",""
"52720","9522","GG52720","S9522","Reparación y mantenimiento de artículos domésticos eléctricos y de equipos  para el hogar y para el jardín.","","",""
"52730","9525","GG52730","S9525","Reparación de relojes y joyería.","","",""
"52740","9529","GG52740","S9529","Reparación de bicicletas.
Reparación y arreglo de prendas de vestir.
Reparación de artículos deportivos y de acampada.
Afinación de pianos.
Reparación de efectos personales y enseres domésticos.","","",""
"52740","9512","GG52740","S9512","Reparación de teléfonos móviles.","","",""
"55101","5510","HH55101","I5510","Hoteles y moteles.","","",""
"55102","5510","HH55102","I5510","Hostales.","","",""
"55211","5520","HH55211","I5520","Albergues juveniles.","","",""
"55212","5530","HH55212","I5530","Refugios o vivaques donde instalar tiendas de campaña o sacos de dormir de montaña.","","",""
"55220","5530","HH55220","I5530","Campings.","","",""
"55231","5520","HH55231","I5520","Apartamentos turísticos.","","",""
"55232","5520","HH55232","I5520","Centros y colonias de vacaciones.","","",""
"55233","5520","HH55233","I5520","Chalets, casas rurales, casas de vacaciones.","","",""
"55234","5590","HH55234","I5590","Residendias de estudiantes.
Escuelas con internado.
Albergues para trabajadores.
Actividades de los coches cama.","","",""
"63123","5210","II63123","H5210","Depósito y almacenamiento en silos.
Se incluye el almacenamiento de mercancías en zonas francas.","","",""
"63124","5210","II63124","H5210","Almacenamiento general de mercancías no peligrosas.
Se incluye el almacenamiento de mercancias en zonas francas.","","",""
"63211","5221","II63211","H5221","Explotación de infraestructura ferroviaria.
Manteninimiento corriente y reparaciones menores de material ferroviario.
Servicios de terminales ferroviarias.","","",""
"63212","5221","II63212","H5221","Servicios de terminales de estaciones de autobuses.","","",""
"63213","5221","II63213","H5221","Explotación de carreteras, puentes, túneles, etc., de peaje.","","",""
"63214","5221","II63214","H5221","Explotación de estacionamiento o garajes para vehículos, incluidos los de bicicletas.","","",""
"63215","5221","II63215","H5221","Almacenamiento invernal de caravanas.","","",""
"63221","5222","II63221","H5222","Explotacion de servicios de terminales como puertos y muelles.
Actividades de navegacion,  pilotaje, atraque y salvamento.","","",""
"63222","5222","II63222","H5222","Actividades de los faros.
Servicios de ayuda a la navegación.
Consignatarios marítimos.","","",""
"63231","5223","II63231","H5223","Explotacion de servicios de terminales como aeropuertos.
Actividades de control de trafico aéreo y aeropuertos.
Los servicios de prevención y extinción de incendios en aeropuertos.","","",""
"72100","6202","KK72100","J6202","Planificación y diseño de los sistemas que integran los equipos informáticos
Análisis de las necesidades y problemas de los usuarios y asesoramiento sobre el equipo informático.","","",""
"72210","5829","KK72210","J5829","Edición de programas informáticos no personalizados.","","",""
"72210","5821","KK72210","J5821","Edición de juegos de ordenador.","","",""
"72220","6201","KK72220","J6201","Diseño de la estructura y contenido de programas informáticos.
Paginas web.
Personalización de programas  informáticos.","","",""
"72220","6202","KK72220","J6202","Asesoramiento sobre los programas y las tecnologías de la comunicación que ayuden al usuario.","","",""
"72300","6203","KK72300","J6203","Servicios de gestión y explotación in situ de los servicios informáticos del cliente o las iinstalaciones de tratamiento de datos asi como otros servicios de apoyo.","","",""
"33100","3250","DL33100","C3250","Fabricación de mobiliario de uso médico, quirúrgico, odontológico y veterinario.
Fabricación de instrumental odontológico incluidas las sillas de dentista que incorporan el equipo odontológico.
Fabricación de aparatos de ortopedia y prótesis.","","",""
"33100","2660","DL33100","C2660","Fabricación de instrumentos y aparatos utilizados en medicina, cirugía, odontología y veterinaria.","","",""
"33100","3320","DL33100","C3320","Instalación de instrumentos y aparatos utilizados en medicina, cirugía, odontología y veterinaria.","","",""
"33200","3314","DL33200","C3314","Reparación y mantenimiento de aparatos e instrumentos de precisión.","","",""
"33200","2651","DL33200","C2651","Fabricación de aparatos de control y medida de magnitudes eléctricas y no eléctricas.
Fabricación de aparatos de meteorología y navegación.
Fabricación de contadores.
Fabricación de aparatos de realización de análisis físicos y químicos.
Fabricación de aparatos de medida y control de caudal
Fabricación de aparatos de medida y verificación no ópticos.
Fabricación de balanzas.","","",""
"33200","2670","DL33200","C2670","Fabricación de instrumentos ópticos de medición y comprobación por ejemplo equipos de control de incendios, fotómetros, telémetros.","","",""
"33200","3250","DL33200","C3250","Fabricación de termómetros.","","",""
"33200","3313","DL33200","C3313","Reparación y mantenimiento de aparatos de control y medida, comprobación y navegación:
Reparación y mantenimiento de aparatos de meteorología y navegación.
Reparación y mantenimiento de aparatos de análisis físicos y químicos.
Reparación y mantenimiento de aparatos de medida y control de caudal.
Reparación y mantenimiento de aparatos de control de radiaciones.","","",""
"33200","2899","DL33200","C2899","Fabricación de maquinaria para equilibrar las piezas mecánicas.","","",""
"33200","2829","DL33200","C2829","Fabricación de niveles, cintas métricas y herramientas de precisión (excepto ópticas).","","",""
"33401","3250","DL33401","C3250","Fabricación de artículos oftalmológicos como gafas, gafas de sol, lentillas graduadas, lentes de contacto, gafas de seguridad.","","",""
"33402","2670","DL33402","C2670","Fabricación de espejos ópticos, lentes ópticas, microscopios, lupas, laser excluidos los diodos laser, aparatos de proyección, ampliador.
Fabricación de aparatos de instrumentos de fotografía y cinematografía.","","",""
"33402","3313","DL33402","C3313","Reparación y mantenimiento de instrumentos ópticos y de equipo fotográfico:telescopios, prismáticos.","","",""
"33402","2731","DL33402","C2731","Fabricación de cables de fibra óptica.","","",""
"33500","2652","DL33500","C2652","Fabricación de relojes de todas clases, cajas de relojes y mecanismos de relojeria.
Fabricación de contadores de tiempo: parquímetros, cronómetros.
Fabricación de piezas sueltas de relojería: manecillas, esfera, muelles de relojería.","","",""
"33500","3212","DL33500","C3212","Fabricación  de correas y pulseras de metales preciosos de reloj.","","",""
"33500","3313","DL33500","C3313","Reparación de parquímetros, fechadores, cronómetros,etc.","","",""
"34100","3091","DM34100","C3091","Fabricación de motores para motocicletas.","","",""
"34100","2910","DM34100","C2910","Fabricación de vehiculos automóviles, de vehiculos comerciales, de autobuses, autocares.
Fabricación de otros vehiculos de motor: vehículos de incendios, vehículos para campos de golf, blindados, de incendios, autobuses biblioteca
Fabricación de chasis con motor.","","",""
"34200","2920","DM34200","C2920","Fabricación de carrocerias de vehiculos.
Fabricación del equipamiento exterior de todo tipo de vehiculos de motor.
Fabricación de remolques y semirremolques.
Fabricación de contenedores para todo medio de transporte.","","",""
"34300","2932","DM34300","C2932","Fabricación de frenos, cajas de cambios, ejes, ruedas, amortiguadores de suspensión, radiadores, silenciadores, tubos de escape, catalizadores, embragues, volantes, columnas de dirección, cajas de dirección. cinturones de seguridad, airbag, puertas, etc.","","",""
"35111","3315","DM35111","C3315","Reparación y mantenimiento de barcos.","","",""
"35111","3011","DM35111","C3011","Construcción de barcos de uso comercial, de guerra y de pesca.
Construcción de aerodeslizadores.
Construcción de plataformas de perforación flotantes o sumergibles.
Construcción de estructuras flotantes: diques, boyas, barcazas.","","",""
"35112","3831","DM35112","E3831","Desguace naval.","","",""
"35120","3315","DM35120","C3315","Reparación y mantenimiento de barcas de recreo.","","",""
"35120","3012","DM35120","C3012","Fabricación de embarcaciones de recreo y de deporte, de balsas, de botes, veleros, canoas, kayaks.","","",""
"35200","3020","DM35200","C3020","Construcción de locomotoras eléctricas y diesel.
Construcción de coches de viajeros.
Construcción de vehículos no automotores.
Fabricación de partes especiales de locomotoras y demás vehículos para ferrocarril.","","",""
"35200","3317","DM35200","C3317","Reparación y mantenimiento de locomotoras y vagones ferroviarios.","","",""
"35300","2899","DM35300","C2899","Fabricación de lanzamiento y portador de aeronaves.","","",""
"35300","3030","DM35300","C3030","Construcción de aeronaves de todo tipo.
Construcción de helicópteros.
Construcción de planeadores, ala delta.
Construcción de dirigibles y globos.
Construcción de naves espaciales.
Construcción de piezas y accesorios de aeronaves.","","",""
"35300","3316","DM35300","C3316","Reparación y mantenimiento de aeronaves y sus motores.","","",""
"35410","3091","DM35410","C3091","Fabricación de motocicletas y ciclomotores.
Fabricación de sidecares.
Fabricación de piezas y accesorios de motocicletas.","","",""
"35420","3092","DM35420","C3092","Fabricación de bicicletas y triciclos de reparto sin motor.
Fabricación de piezas y accesorios de bicicletas.","","",""
"35430","3092","DM35430","C3092","Fabricación de vehículos para ínvalidos con o sin motor.
Fabricación de piezas o accesorios de vehículos para ínvalidos.","","",""
"35500","2822","DM35500","C2822","Fabricación de carretillas.","","",""
"36130","9524","DN36130","S9524","Reparación de muebles de cocina y baño.","","",""
"36141","3109","DN36141","C3109","Fabricación de muebles de dormitorio, salón, etc.","","",""
"36142","3109","DN36142","C3109","Fabricación de muebles de jardín.","","",""
"36143","3109","DN36143","C3109","Fabricación de armarios  para televisión, para maquinas de coser, etc.
Fabricación de muebles diversos.","","",""
"36144","3109","DN36144","C3109","Lacado, pintura, barnizado pulido y grabado sobre muebles.","","",""
"36144","9524","DN36144","S9524","Reparación y restauración de muebles y el retapizado.","","",""
"36150","3103","DN36150","C3103","Fabricacion de colchones.
Fabricación de soportes para colchones.","","",""
"36210","3211","DN36210","C3211","Fabricación de monedas, incluidas las de curso legal, de metales preciosos o no preciosos.","","",""
"36221","3212","DN36221","C3212","Fabricación de artículos de joyería de metales preciosos o comunes, de piedras preciosas.
Fabricación de perlas trabajadas.
Talla de diamante.
Reforma de joyas.
Trabajo para usos técnicos.","","",""
"36222","3212","DN36222","C3212","Fabricación de artículos de orfebrería de metales preciosos:cuberterias, articulos de escritorio, artículos de tocador, oficina, culto religioso.","","",""
"36300","3319","DN36300","C3319","Reparación de órganos y otros instrumentos musicales históricos.","","",""
"36300","3220","DN36300","C3220","Fabricación de instrumentos de cuerda, de cuerda con teclado, incluido los pianos automáticos.
Fabricación de organos de tubos, armonios, acordeones.
Fabricación de instrumentos de viento
Fabricación de instrumentos musicales de percusión, electrónicos, cajas de música, organillos.","","",""
"36300","9529","DN36300","S9529","Reparacion de instrumentos musicales.","","",""
"36400","3230","DN36400","C3230","Fabricación de artículos de deporte que no sean prendas de vestir: pelotas, raquetas, esquíes, tablas de vela, artículos de caza, guantes, patines de hielo,..","","",""
"36500","2899","DN36500","C2899","Fabricación de equipos para boleras automáticas.","","",""
"36500","3240","DN36500","C3240","Fabricación de muñecos y vestidos y accesorios para muñecos.
Fabricación de animales de juguete, juguetes  de ruedas como triciclos.
Fabricación de instrumentos musicales de juguete.
Fabricación de juegos de sociedad, mesas de billar, rompecabezas.","","",""
"36500","3319","DN36500","C3319","Reparación de juegos accionados mediante monedas.","","",""
"36610","3213","DN36610","C3213","Fabricación de artículos de bisutería.","","",""
"36620","3291","DN36620","C3291","Fabricación de escobas, brochas y cepillos, plumeros, mopas.
Fabricación de cepillos de ropa y calzado.
Fabricación de barredoras de suelo mecánicas.
Fabricación de cepillos de dientes y brochas de cosméticos.","","",""
"36630","3299","DN36630","C3299","Fabricación de lápices, paraguas, sombrillas,bastones,sellos, fechadores,botones, cierres de cremallera, botones automáticos,mecheros, pipas, pelucas,pulverizador de tocador,termos, velas, artículos de broma, taxidermia, maniquíes para modistos.","","",""
"36630","1512","DN36630","C1512","Fabricación de látigos y fustas.","","",""
"36630","2899","DN36630","C2899","Fabricación de tiovivos, columpios, barracas de tiro al blanco y otras atracciones de feria.","","",""
"36630","2599","DN36630","C2599","Fabricación de cierres de cremallera y botones automáticos.
Fabricación de rulos, bigudíes.
Fabricación de mangos y varillas de paraguas y peines de metal.","","",""
"36630","1629","DN36630","C1629","Mangos para paraguas y bastones de madera.","","",""
"36630","2229","DN36630","C2229","Fabricación de peines de plástico.","","",""
"36630","2051","DN36630","C2051","Fabricación de cerrillas.","","",""
"36630","2219","DN36630","C2219","Fabricación de peines, horquillas, rulos y productos similares de caucho endurecido.","","",""
"36630","2223","DN36630","C2223","Fabricación de suelos de linóleo y recubrimientos duros de plástico para suelos.","","",""
"36630","3092","DN36630","C3092","Fabricación de carritos para niños.","","",""
"37200","3832","DN37200","E3832","Regeneración de caucho como neumáticos usados.
Clasificación y prensado de plásticos.
Transformación de deshechos de plástico.
Regeneración de productos químicos.
Trituración, lavado y clasificado de vidrio y otros deshechos, transformación grasas,aceite.","","",""
"40111","3515","EE40111","D3515","Funcionamiento de las instalaciones generadoras de energía eléctrica mediante energía hidroeléctrica","","",""
"40112","3516","EE40112","D3516","Funcionamiento de las instalaciones generadoras de energía eléctrica mediante energía de origen térmico.","","",""
"40113","3517","EE40113","D3517","Funcionamiento de las instalaciones generadoras de energía eléctrica mediante energía de origen nuclear.","","",""
"40114","3518","EE40114","D3518","Funcionamiento de las instalaciones generadoras de energía eléctrica mediante energía de origen eólico.","","",""
"40115","3519","EE40115","D3519","Funcionamiento de las instalaciones generadoras de energía eléctrica mediante energía por turbinas de gas, diesel y fuentes renovables diferentes a la eólica.","","",""
"40120","3512","EE40120","D3512","Funcionamiento de los sistemas de transporte de la energía eléctrica desde la instalación de generación a la red de distribución.","","",""
"40130","3514","EE40130","D3514","Funcionamiento de las redes de distribución (líneas, torres, contadores, cableado) que transportan la energía eléctrica recibida de la instalación de generación o el sistema de transporte hasta el consumidor.","","",""
"52488","4779","GG52488","G4779","Comercio al por menor de sellos y monedas de segunda mano.","","",""
"66011","6520","JJ66011","K6520","Reaseguros de vida de entidades privadas.","","",""
"66012","6520","JJ66012","K6520","Reaseguros de vida de entidades de previsión social.","","",""
