"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","FECHA_NOTA","NOMBRE"
"931","931","Peones de la minería y la construcción","3","","93","","","","","","","AYUDACOD_ISCO88"
"9311","9311","Peones de minas y canteras","4","","931","","","","","","","AYUDACOD_ISCO88"
"9312","9312","Peones de obras públicas y mantenimiento carreteras, presas y obras similares","4","","931","","","","","","","AYUDACOD_ISCO88"
"9313","9313","Peones de la construcción de edificios","4","","931","","","","","","","AYUDACOD_ISCO88"
"932","932","Peones de la industria manufacturera","3","","93","","","","","","","AYUDACOD_ISCO88"
"9321","9321","Peones de montaje","4","","932","","","","","","","AYUDACOD_ISCO88"
"9322","9322","Embaladores manuales y otros peones de la industria manufacturera","4","","932","","","","","","","AYUDACOD_ISCO88"
"933","933","Peones del transporte","3","","93","","","","","","","AYUDACOD_ISCO88"
"9331","9331","Conductores de vehículos accionados a pedal o a brazo","4","","933","","","","","","","AYUDACOD_ISCO88"
"9332","9332","Conductores de vehículos y máquinas de tracción animal","4","","933","","","","","","","AYUDACOD_ISCO88"
"9333","9333","Peones de carga","4","","933","","","","","","","AYUDACOD_ISCO88"
