"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"1621","C1621","Fabricación de chapas y tableros de madera",4,"","162","Esta clase comprende:
- la fabricación de chapas de la delgadez suficiente para su utilización en enchapados, la elaboración de contrachapados y otros fines:
 · pulido, teñido, bañado, impregnado, reforzado (con forro de papel o tejido) 
 · elaboración en forma de motivos
- la fabricación de tableros contrachapados, chapas y tableros de madera laminada similares
- la fabricación de tableros con filamentos orientados (OSB) y otros tableros de partículas, de madera
- la fabricación de tableros de fibras de densidad media (MDF) y otros tableros de fibras, de madera
- la fabricación de madera densificada
- la fabricación de madera laminada encolada y madera de chapado laminada",""," ","SI","","AYUDACOD_CNAE09"
"1622","C1622","Fabricación de suelos de madera ensamblados",4,"","162","Esta clase comprende:
- la fabricación de placas de parquet, tiras, etc. de madera, ensambladas en planchas","Esta clase no comprende:
- la fabricación de maderas sin ensamblar para suelos (véase 16.10)"," ","SI","","AYUDACOD_CNAE09"
"1623","C1623","Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción",4,"","162","Esta clase comprende:
- la fabricación de estructuras de madera y piezas de carpintería destinadas principalmente a la construcción:
 · vigas, viguetas, vigas maestras
 · vigas trianguladas de madera laminada encolada para tejados, prefabricadas y conectadas por elementos metálicos
 · puertas, ventanas, persianas y sus marcos, contengan o no accesorios metálicos como herrajes, cerraduras, etc.
 · escaleras y barandillas
 · listones y molduras, ripias para tejados
- la construcción de edificios prefabricados o sus elementos, hechos en su mayor parte con madera, por ejemplo, saunas
- la fabricación de viviendas móviles
- la fabricación de tabiques de madera (excepto los paneles móviles independientes)","Esta clase no comprende:
- la fabricación de mobiliario de cocina, librerías, armarios, etc. (véase 31.01, 31.02 y 31.09)
- la fabricación de paneles de madera móviles independientes (véase 31.01, 31.02 y 31.09)"," ","SI","","AYUDACOD_CNAE09"
"2364","C2364","Fabricación de mortero",4,"","236","Esta clase comprende:
- la fabricación de morteros en polvo","Esta clase no comprende:
- la fabricación de morteros refractarios (véase 23.20)
- la fabricación de mezclas secas para hormigón y mortero (véase 23.63)"," ","SI","","AYUDACOD_CNAE09"
"2365","C2365","Fabricación de fibrocemento",4,"","236","Esta clase comprende:
- la fabricación de materiales de construcción de materias vegetales (lana de madera, paja, cañas, juncos) aglomerados con cemento, yeso u otros aglutinantes minerales
- la fabricación de artículos de asbestocemento o fibrocemento de celulosa y similares:
 · placas onduladas, otras placas, paneles, tejas, tubos, tuberías, depósitos, abrevaderos, lavabos, fregaderos, jarras, mobiliario, marcos de ventana, etc.",""," ","SI","","AYUDACOD_CNAE09"
"2369","C2369","Fabricación de otros productos de hormigón, yeso y cemento",4,"","236","Esta clase comprende:
- la fabricación de otros productos de hormigón, yeso, cemento y piedra artificial:
 · estatuas, mobiliario, altorrelieves y bajorrelieves, jarrones, jardineras, etc.",""," ","SI","","AYUDACOD_CNAE09"
"237","C237","Corte, tallado y acabado de la piedra",3,"","23","",""," ","","","AYUDACOD_CNAE09"
"2370","C2370","Corte, tallado y acabado de la piedra",4,"","237","Esta clase comprende:
- el corte, tallado y acabado de la piedra para su empleo en la construcción, cementerios, carreteras, tejados, etc.
- la fabricación de muebles de piedra","Esta clase no comprende:
- las actividades realizadas por los trabajadores de canteras, por ejemplo la producción de piedra cortada en bruto (véase 08.11)
- la producción de piedras para moler, piedras abrasivas y productos similares (véase 23.9)"," ","SI","","AYUDACOD_CNAE09"
"239","C239","Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.",3,"","23","Este grupo comprende la fabricación de productos minerales no metálicos diversos.",""," ","SI","","AYUDACOD_CNAE09"
"2399","C2399","Fabricación de otros productos minerales no metálicos n.c.o.p.",4,"","239","Esta clase comprende:
- la fabricación de materiales de fricción y artículos sin montar similares con una base de sustancias minerales o de celulosa
- la fabricación de materiales minerales aislantes:
 · lana de escorias, de roca y lanas minerales similares, vermiculita exfoliada, arcillas dilatadas y materiales similares para aislamiento térmico y acústico
- la fabricación de artículos de sustancias minerales diversas:
 · mica trabajada y productos de mica, turba, grafito (excepto artículos eléctricos), etc.
- la fabricación de artículos de asfalto y de materiales similares, como, por ejemplo, adhesivos a base de asfalto, brea de alquitrán de hulla, etc.
- la fabricación de fibras y productos de carbono y grafito (excepto electrodos y aplicaciones eléctricas)
- la fabricación de corindón artificial
- la calcinación de caolín (Febrero 2017)
- el secado y molienda de arcilla hasta conseguir polvo de arcilla, aptos para la producción de cerámica (Febrero 2017)","Esta clase no comprende:
- la fabricación de lana de vidrio y productos no tejidos a base de lana de vidrio (véase 23.14)
- la fabricación de electrodos de grafito (véase 27.90)
- la fabricación de juntas de carbono o grafito (véase 28.29)"," ","SI","","AYUDACOD_CNAE09"
"241","C241","Fabricación de productos básicos de hierro, acero y ferroaleaciones",3,"","24","Este grupo comprende actividades como la reducción directa de mineral de hierro, la fabricación de lingotes de hierro en forma licuada o sólida; la transformación de lingotes de hierro en acero, la fabricación de ferroaleaciones y la fabricación de productos de acero.",""," ","SI","","AYUDACOD_CNAE09"
"2410","C2410","Fabricación de productos básicos de hierro, acero y ferroaleaciones",4,"","241","Esta clase comprende:
- la explotación de altos hornos, convertidores de acero, talleres de laminado y de acabado
- la producción de lingotes de hierro y fundición especular en lingotes, bloques u otras formas primarias
- la producción de ferroaleaciones
- la producción de productos férreos por reducción directa de hierro y otros productos férreos porosos; la producción de hierro de una pureza excepcional por electrólisis y otros procesos químicos
- la refundición en lingotes de desechos de hierro o acero
- la producción de hierro granulado y polvo de hierro
- la producción de acero en lingotes y otras formas primarias
- la producción de productos semielaborados de acero
- la fabricación de productos laminados en caliente o en frío de acero
- la fabricación de barras y varillas de acero laminadas en caliente 
- la fabricación de angulares y perfiles de acero laminados en caliente
- la fabricación de tablestacas y de perfiles y angulares soldados de acero
- la fabricación de materiales de acero para vías férreas (raíles sin ensamblar)","Esta clase no comprende:
- el estirado en frío de barras (véase 24.31)"," ","SI","","AYUDACOD_CNAE09"
"242","C242","Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",3,"","24","",""," ","","","AYUDACOD_CNAE09"
"243","C243","Fabricación de otros productos de primera transformación del acero",3,"","24","Este grupo comprende la fabricación de otros productos mediante el procesado en frío del acero.",""," ","SI","","AYUDACOD_CNAE09"
"2431","C2431","Estirado en frío",4,"","243","Esta clase comprende:
- la fabricación de barras y perfiles sólidos de acero mediante estirado en frío, esmerilado o torneado","Esta clase no comprende:
- el trefilado (véase 24.34)"," ","SI","","AYUDACOD_CNAE09"
"2432","C2432","Laminación en frío",4,"","243","Esta clase comprende:
- la fabricación de productos planos, recubiertos o no, de acero laminado en rollos o en tiras (de grosor inferior a 600 milímetros), mediante el relaminado en frío de productos planos laminados en caliente o de varillas de acero",""," ","SI","","AYUDACOD_CNAE09"
"2434","C2434","Trefilado en frío",4,"","243","Esta clase comprende:
- la fabricación de alambre de acero mediante estirado en frío de varillas de acero","Esta clase no comprende:
- el estirado de barras y perfiles sólidos de acero (véase 24.31)
- la fabricación de productos de alambre (véase 25.93)"," ","SI","","AYUDACOD_CNAE09"
"2420","C2420","Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",4,"","242","Esta clase comprende:
- la fabricación de tubos y tuberías sin soldadura de sección transversal circular o no circular y de piezas de fundición de sección transversal circular, para su tratamiento posterior, mediante laminación en caliente, extrusión en caliente u otros procesos en caliente de productos intermedios que pueden consistir en barras o tochos obtenidos mediante laminación en caliente o colada continua
- la fabricación de tubos y tuberías sin soldadura de precisión y de no precisión a partir de piezas laminadas o extrusionadas en caliente mediante el estirado o la laminación en frío de tubos y tuberías de sección transversal circular, y el estirado en frío únicamente para los tubos y tuberías de sección transversal no circular y perfiles huecos
- la fabricación de tubos y tuberías soldados de un diámetro externo superior a 406,4 mm, conformados en frío a partir de productos planos laminados en caliente y soldados longitudinalmente o en espiral
- la fabricación de tubos y tuberías soldados de un diámetro externo de 406,4 mm o menos de sección transversal circular mediante conformación continua en frío o caliente de productos planos laminados en frío o en caliente y soldados longitudinalmente o en espiral, y de sección transversal no circular, mediante conformación en caliente o en frío a partir de bandas laminadas en caliente o en frío y soldadas longitudinalmente
- la fabricación de tubos y tuberías soldados de precisión, de un diámetro externo de 406,4 mm o menos, mediante conformación en caliente o en frío de bandas laminadas en caliente o en frío y soldadas longitudinalmente, simplemente soldados o tratados mediante estirado, laminado o conformación en frío de tubos y tuberías de sección transversal no circular
- la fabricación de bridas y bridas planas con collares forjados mediante el tratamiento de productos planos de acero laminados en caliente
- la fabricación de juntas de soldadura, como codos y reducciones, mediante la forja de tubos de acero sin soldadura laminados en caliente
- la fabricación de juntas de rosca y otras juntas de soldadura de tubos y tuberías de acero","Esta clase no comprende:
- la fabricación de tubos y tuberías de acero sin soldadura por fundición centrífuga (véase 24.52)"," ","SI","","AYUDACOD_CNAE09"
