"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"3099","C3099","Fabricación de otro material de transporte n.c.o.p.",4,"","309","Esta clase comprende:
- la fabricación de vehículos impulsados a mano: carritos para equipaje, carros de mano, trineos, carritos para supermercados, etc. 
- la fabricación de vehículos de tracción animal: sulkys, carretas, carruajes, etc.","Esta clase no comprende:
- la fabricación de carretillas, provistas o no de dispositivos de elevación o manipulación, autopropulsadas o no, del tipo utilizado en la industria (incluidas carretillas de mano) (véase 28.22)
- la fabricación de carritos decorativos para restaurantes, como carritos de postres (véase 31.01)"," ","SI","","AYUDACOD_CNAE09"
"4334","F4334","Pintura y acristalamiento",4,"","433","Esta clase comprende:
- la pintura interior y exterior de edificios
- la pintura de obras de ingeniería civil
- la instalación de cristales, espejos, etc.
- cubrimientos de ventanas y acristalamientos con capa adherente (Febrero 2017)","Esta clase no comprende:
- la pintura y otra señalización de carreteras (véase 42.11)
- la instalación de ventanas (véase 43.32)"," ","SI","","AYUDACOD_CNAE09"
"4339","F4339","Otro acabado de edificios",4,"","433","Esta clase comprende:
- la limpieza de nuevos edificios tras su construcción
- otras obras de acabado de edificios n.c.o.p.
- la instalación y  el montaje en edificios de láminas de control solar para ventanas (Febrero 2017)","Esta clase no comprende:
- las actividades de los decoradores de interiores (véase 74.10)
- la limpieza interior general de edificios (véase 81.21)
- la limpieza interior y exterior especializada de edificios (véase 81.22)"," ","SI","","AYUDACOD_CNAE09"
"439","F439","Otras actividades de construcción especializada",3,"","43","",""," ","","","AYUDACOD_CNAE09"
"4391","F4391","Construcción de cubiertas",4,"","439","Esta clase comprende:
- la construcción de cubiertas
- la construcción de tejados","Esta clase no comprende:
- el alquiler de equipo y maquinaria de construcción sin operario (véase 77.32)"," ","SI","","AYUDACOD_CNAE09"
"4399","F4399","Otras actividades de construcción especializada n.c.o.p.",4,"","439","Esta clase comprende:
- las actividades de construcción que se especialicen en un aspecto común a diferentes tipos de estructura y que requieran aptitudes o materiales específicos:
 · obras de cimentación, incluida la hinca de pilotes
 · trabajos de impermeabilización
 · deshumidificación de edificios
 · perforación de pozos de minas
 · montaje de piezas de acero 
 · curvado del acero
 · colocación de ladrillos y piedra
 · montaje y desmantelamiento de andamios y plataformas de trabajo, excluido su alquiler
 · construcción de chimeneas y hornos industriales
 · obras con necesidades de acceso especializadas que exijan destrezas de escalada y el empleo del correspondiente material (trabajo en altura sobre estructuras elevadas)
- las obras subterráneas
- la construcción de piscinas al aire libre
- la limpieza al vapor, con chorro de arena o similares, del exterior de los edificios
- el alquiler de grúas y otros equipos de construcción que no pueden asignarse a un tipo de construcción específico, con operario
- los trabajos subacuáticos realizados por buzos y otros medios","Esta clase no comprende:
- el alquiler de equipo y maquinaria de construcción sin operario (véase 77.32)"," ","SI","","AYUDACOD_CNAE09"
"45","G45","Venta y reparación de vehículos de motor y motocicletas",2,"","G","Esta división comprende todas las actividades (excepto las de fabricación y alquiler) relacionadas con vehículos de motor y motocicletas, incluidos camiones y vehículos pesados, como la venta al por mayor y al por menor de vehículos nuevos y de segunda mano, la reparación y el mantenimiento de vehículos y la venta al por mayor y al por menor de repuestos y accesorios para vehículos de motor y motocicletas. Se incluyen también las actividades de intermediarios del comercio al por mayor y al por menor de vehículos, las subastas al por mayor de automóviles y la venta al por mayor por Internet.

Esta división comprende también actividades como el lavado, el encerado de vehículos, etc.","Esta división no comprende la venta al por menor de carburantes y productos lubricantes o refrigerantes para la automoción ni el alquiler de vehículos de motor o motocicletas."," ","SI","","AYUDACOD_CNAE09"
"451","G451","Venta de vehículos de motor",3,"","45","",""," ","","","AYUDACOD_CNAE09"
"4511","G4511","Venta de automóviles y vehículos de motor ligeros",4,"","451","Esta clase comprende:
- el comercio al por mayor y al por menor de vehículos nuevos y de segunda mano:
 · vehículos de motor para pasajeros, incluidos los especializados (ambulancias, microbuses, etc.) (de un peso que no supere las 3,5 toneladas)

Esta clase comprende también:
- el comercio al por mayor y al por menor de vehículos de motor todoterreno (de un peso que no supere las 3,5 toneladas)","Esta clase no comprende:
- el comercio al por mayor y al por menor de repuestos y accesorios para vehículos de motor (véase 45.3)
- el alquiler de vehículos de motor con conductor (véase 49.3)
- el alquiler de vehículos de motor sin conductor (véase 77.1)"," ","SI","","AYUDACOD_CNAE09"
"4519","G4519","Venta de otros vehículos de motor",4,"","451","Esta clase comprende:
- el comercio al por mayor y al por menor de vehículos nuevos y de segunda mano:
 · camiones, remolques y semirremolques
 · vehículos de acampada, como caravanas y autocaravanas

Esta clase comprende también:
- el comercio al por mayor y al por menor de vehículos de motor todoterreno (de un peso que superior a 3,5 toneladas)","Esta clase no comprende:
- el comercio al por mayor y al por menor de repuestos y accesorios para vehículos de motor (véase 45.3)
- el alquiler de camiones con conductor (véase 49.41)
- el alquiler de camiones sin conductor (véase 77.12)"," ","SI","","AYUDACOD_CNAE09"
"452","G452","Mantenimiento y reparación de vehículos de motor",3,"","45","",""," ","","","AYUDACOD_CNAE09"
"4520","G4520","Mantenimiento y reparación de vehículos de motor",4,"","452","Esta clase comprende:
- el mantenimiento y la reparación de vehículos de motor:
 · las reparaciones mecánicas
 · las reparaciones eléctricas
 · la reparación de sistemas de inyección electrónica
 · el mantenimiento corriente
 · la reparación de carrocerías
 · la reparación de accesorios de vehículos de motor
 · el lavado, encerado, etc.
 · la pintura
 · la reparación de parabrisas y ventanillas
 · la reparación de asientos de vehículos de motor
- la reparación, instalación y sustitución de neumáticos y cámaras
- el tratamiento antioxidante
- la instalación de repuestos y accesorios fuera del proceso de fabricación
- la reparación y mantenimiento de remolques y semirremolques (Febrero 2017)
- los servicios de neumáticos (Febrero 2017)","Esta clase no comprende:
- el recauchutado de neumáticos (véase 22.11)
- la inspección técnica de vehículos (ITV) (véase 71.20)"," ","SI","","AYUDACOD_CNAE09"
"3822","E3822","Tratamiento y eliminación de residuos peligrosos",4,"","382","Esta clase comprende la eliminación y el tratamiento previo a ésta de residuos peligrosos sólidos o no, incluidos los que contienen substancias o preparados explosivos, oxidantes, inflamables, tóxicos, irritantes, cancerígenos, corrosivos, infecciosos o de otro tipo que sean perjudiciales para la salud humana y el medio ambiente.

Esta clase comprende:
- la explotación de instalaciones de tratamiento de residuos peligrosos
- el tratamiento y la eliminación de animales tóxicos vivos o muertos u otros residuos contaminados
- la incineración de residuos peligrosos
- la eliminación de bienes usados, como frigoríficos, con el fin de eliminar los residuos nocivos
- el tratamiento, la eliminación y el almacenamiento de residuos nucleares radiactivos, incluidos:
 · el tratamiento y la eliminación de residuos radiactivos de transición, es decir, que se degradan durante el transporte desde los hospitales
 · la encapsulación, preparación y otro tipo de tratamiento de los residuos nucleares para su almacenamiento","Esta clase no comprende:
- el reprocesado de combustibles nucleares (véase 20.13)
- la incineración de residuos no peligrosos (véase 38.21)
- la descontaminación y limpieza de tierras y aguas; la eliminación de materiales tóxicos (véase 39.00)"," ","SI","","AYUDACOD_CNAE09"
"383","E383","Valorización",3,"","38","",""," ","","","AYUDACOD_CNAE09"
"3831","E3831","Separación y clasificación de materiales",4,"","383","Esta clase comprende el desguace de todo tipo de equipos (automóviles, barcos, ordenadores, televisores, etc.) para la recuperación de materiales.","Esta clase no comprende:
- la eliminación de bienes usados, como frigoríficos, para eliminar los residuos nocivos (véase 38.22)
- el desguace de automóviles, barcos, ordenadores, televisores y otros equipos para obtener y revender piezas que pueden volver a usarse (véase la sección G)"," ","SI","","AYUDACOD_CNAE09"
"3832","E3832","Valorización de materiales ya clasificados",4,"","383","Esta clase comprende el tratamiento de residuos y chatarra metálicos y no metálicos para su transformación en materias primas secundarias, generalmente mediante un proceso mecánico o químico.

Algunos ejemplos de procesos de transformación mecánica o química que se efectúan son:
- la trituración mecánica de los residuos metálicos procedentes de vehículos usados, lavadoras, bicicletas, etc.
- la reducción mecánica de grandes piezas de hierro, como vagones de ferrocarril
- la trituración de residuos de metal, vehículos para desguace, etc.
- otros métodos de tratamiento mecánico, como el corte y la compresión para reducir el volumen
- la regeneración de metales a partir de los residuos fotográficos, por ejemplo, del baño fijador o las películas y el papel fotográficos
- la recuperación del caucho, por ejemplo, neumáticos usados, para producir materias primas secundarias
- la clasificación y prensado de plásticos para producir materias primas secundarias para tubos, tiestos, paletas y similares
- la transformación (limpieza, fundición, trituración) de residuos de plástico o caucho en gránulos
- la trituración, lavado y clasificación de vidrio
- la trituración, lavado y clasificación de otros residuos, como los de demolición, para obtener materias primas secundarias
- el procesado de aceites y grasas usados para cocinar para su transformación en materias primas secundarias
- la transformación de otros residuos procedentes de alimentos, bebidas y tabaco en materias primas secundarias

Esta clase comprende tambien: la recuperación de materiales procedentes de los ciclos de tratamiento de residuos por medio de (1) la separación y clasificación de materiales recuperables procedentes de los ciclos de tratamiento de residuos no peligrosos (es decir, basura) o (2) la separación y clasificación de materiales recuperables mezclados, como papel, plásticos, latas de bebidas usadas y metales, en distintas categorías. 
- el polvo de caucho a partir de residuos y desechos de caucho, incluyendo la descontaminación, la separación (eliminación) de las fracciones y devulcanising (Febrero 2017)
- la extracción de plata a partir de desechos químicos, excepto por el refinado electrolítico (Febrero 2017)
- el tratamiento y eliminación, así como la recuperación, de los residuos de aceite (Febrero 2017)
- la recuperación de hierro a partir de clinker (Junio 2017)","Esta clase no comprende:
- la fabricación de productos finales nuevos (de producción propia o no) a partir de materias primas secundarias, como el hilado de hilo a partir de desperdicios de la hilatura, la fabricación de pulpa a partir de residuos de papel o el recauchutado de neumáticos o la producción de metal a partir de la chatarra metálica (véase las clases correspondiente en la sección C, Industria manufacturera)
- el reprocesado de combustibles nucleares (véase 20.13)
- la refundición de chatarra y residuos férreos (véase 24.10) 
- la recuperación de materiales durante el proceso de combustión o incineración (véase 38.2)
- el tratamiento y eliminación de residuos no peligrosos (véase 38.21)
- el tratamiento de residuos orgánicos para su eliminación, incluida la producción de compost (véase 38.21)
- la recuperación de energía durante el proceso de incineración de residuos no peligrosos (véase 38.21)
- el tratamiento y eliminación de residuos radiactivos procedentes de hospitales, etc. (véase 38.22)
- el tratamiento y eliminación de residuos tóxicos y contaminados (véase 38.22)
- el comercio al por mayor de materiales recuperables (véase 46.77)"," ","SI","","AYUDACOD_CNAE09"
"39","E39","Actividades de descontaminación y otros servicios de gestión de residuos",2,"","E","Esta división comprende la prestación de servicios de descontaminación, es decir, la limpieza de lugares, edificios, suelos, superficies o aguas subterráneas contaminados.",""," ","SI","","AYUDACOD_CNAE09"
"390","E390","Actividades de descontaminación y otros servicios de gestión de residuos",3,"","39","",""," ","","","AYUDACOD_CNAE09"
"3900","E3900","Actividades de descontaminación y otros servicios de gestión de residuos",4,"","390","Esta clase comprende:
- la descontaminación de suelos y aguas subterráneas en el lugar de la contaminación, bien in situ, bien ex situ, con métodos mecánico-químicos o biológicos
- la descontaminación de centros o plantas industriales, incluidas las plantas y centrales nucleares
- la descontaminación y limpieza de aguas superficiales tras una contaminación accidental, por ejemplo mediante recogida de contaminantes o aplicación de sustancias químicas
- la limpieza de vertidos de petróleo en tierra, aguas superficiales, océanos y mares (incluidas las costas)
- la eliminación de amianto, pintura con plomo y otros materiales tóxicos
- otras actividades especializadas de control de la contaminación","Esta clase no comprende:
- la lucha contra las plagas agropecuarias (véase 01.61)
- la purificación de aguas para el suministro de agua (véase 36.00)
- el tratamiento y eliminación de residuos no peligrosos (véase 38.21)
- el tratamiento y eliminación de residuos peligrosos (véase 38.22)
- el barrido y riego exterior de calles, etc., (véase 81.29)"," ","SI","","AYUDACOD_CNAE09"
"F","F","Construcción",1,"","","Esta sección comprende las actividades generales y especializadas de construcción de edificios y obras de ingeniería civil. Comprende las obras nuevas, la reparación, las ampliaciones y reformas, la construcción in situ de edificios y estructuras prefabricados, así como las construcciones de carácter temporal. 

La construcción general consiste en la construcción de viviendas, edificios de oficinas y establecimientos comerciales completos, así como de otros edificios públicos, construcciones agrarias, etc., y la construcción de obras de ingeniería civil como autopistas, carreteras, calles, puentes, túneles, líneas férreas, aeropuertos, puertos y otras obras hidráulicas, sistemas de riego y alcantarillado, instalaciones industriales, gasoductos, oleoductos y líneas eléctricas, instalaciones deportivas, etc.

Estas obras pueden realizarse por cuenta propia o por cuenta de terceros. Pueden subcontratarse partes del trabajo e incluso, en ocasiones, el trabajo en su integridad. Las unidades que asumen la responsabilidad global relativa a proyectos de construcción se clasifican en la presente sección. 

Se incluye asimismo la reparación de edificios y obras de ingeniería. 

Esta sección comprende la construcción general de inmuebles (división 41), la construcción general de obras de ingeniería civil (división 42) y las actividades de construcción especializadas, siempre que se realicen únicamente como parte del proceso de construcción (división 43). 

El alquiler de equipo de construcción con operarios se clasifica como la actividad de construcción específica llevada a cabo con el equipo en cuestión. 

En esta sección se incluye asimismo la promoción de proyectos de construcción de edificios u obras de ingeniería civil mediante la consecución de los medios financieros, técnicos y físicos necesarios para la realización de tales proyectos con vistas a su venta posterior. Si estas actividades se efectúan no para una venta posterior, sino para su explotación (por ejemplo, alquiler de locales en los edificios construidos, actividades industriales en las plantas construidas), la unidad que las realiza no se clasificará en esta sección, sino que se clasificará de conformidad con su actividad operativa, es decir, inmobiliaria, fabricación, etc.",""," ","SI","","AYUDACOD_CNAE09"
"41","F41","Construcción de edificios",2,"","F","Esta división comprende la construcción general de edificios de todo tipo. Comprende las obras nuevas, la reparación, las ampliaciones y reformas, la construcción in situ de edificios y estructuras prefabricados, así como las construcciones de carácter temporal. 

Comprende también la construcción de viviendas, edificios de oficinas, y establecimientos comerciales completos, así como de otros edificios públicos, construcciones agrarias, etc.",""," ","SI","","AYUDACOD_CNAE09"
"412","F412","Construcción de edificios",3,"","41","Este grupo comprende la construcción de edificios residenciales y no residenciales completos, por cuenta propia para su venta o por cuenta de terceros. Puede subcontratarse partes del trabajo, e incluso el proceso de construcción en su totalidad. Si sólo se llevan a cabo partes especializadas del proceso de construcción, la actividad se clasifica en la división 43. 

Este grupo comprende también:
- la remodelación y renovación de estructuras residenciales existentes 
- el montaje in situ de construcciones prefabricadas",""," ","SI","","AYUDACOD_CNAE09"
"4121","F4121","Construcción de edificios residenciales",4,"","412","Esta clase comprende:
 - la construcción de todo tipo de edificios residenciales:
 · viviendas unifamiliares 
 · edificios de varias viviendas, incluidos rascacielos
 · otros edificios residenciales: residencias de tercera edad, casas de beneficencia, orfanatos, centros de acogida, cárceles, cuarteles, conventos, etc.
- el montaje in situ de construcciones prefabricadas destinadas a edificios residenciales 

Esta clase comprende también:
- la remodelación, renovación o rehabilitación de estructuras residenciales existentes","Esta clase no comprende:
- el montaje de construcciones prefabricadas completas a partir de piezas de producción propia que no sean de hormigón (véase 16 y 25) 
- las actividades de arquitectura e ingeniería (véase 71.1)
- los servicios de dirección de obras relacionados con proyectos de edificación (véase 71.1) 
- las actividades de certificación de obras (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"4122","F4122","Construcción de edificios no residenciales",4,"","412","Esta clase comprende:
- la construcción de todo tipo de edificios no residenciales:
 · edificios para la producción industrial, como fábricas, talleres, plantas de montaje, etc. 
 · hospitales, centros de enseñanza, edificios de oficinas 
 · hoteles, establecimientos minoristas, centros comerciales, restaurantes, mataderos, depósitos, almacenes, observatorios, iglesias, museos, etc. 
 · edificios aeroportuarios, portuarios y edificios de estaciones de transporte (metro, autobús, tren)
 · instalaciones deportivas techadas 
 · aparcamientos, incluidos los subterráneos
- el montaje in situ de construcciones prefabricadas destinadas a edificios no residenciales

Esta clase comprende también:
- la remodelación, renovación o rehabilitación de estructuras no residenciales existentes
- el montaje de silos (Febrero 2017)
- la construcción e instalación de sistemas de almacenamiento de granos (Febrero 2017)","Esta clase no comprende:
- el montaje de construcciones prefabricadas completas a partir de piezas de producción propia que no sean de hormigón (véase 16 y 25) 
- la construcción de instalaciones industriales, excepto edificios (véase 42.99)
- las actividades de arquitectura e ingeniería (véase 71.1)
- los servicios de dirección de obras relacionados con proyectos de edificación (véase 71.1) 
- las actividades de certificación de obras (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"42","F42","Ingeniería civil",2,"","F","Esta división comprende la construcción general de obras de ingeniería civil. Comprende las obras nuevas, la reparación, las ampliaciones y reformas, la construcción in situ de estructuras prefabricadas, así como las construcciones de carácter temporal, y las destinadas a la minimización del impacto medioambiental. 

Comprende la construcción de grandes obras como autopistas, carreteras, calles, puentes, túneles, líneas férreas, aeropuertos, puertos y otras obras hidráulicas, sistemas de riego y alcantarillado, instalaciones industriales, oleoductos, gasoductos y líneas eléctricas, instalaciones deportivas al aire libre, etc. Estas obras pueden realizarse por cuenta propia o por cuenta de terceros. Pueden subcontratarse partes del trabajo e incluso, en ocasiones, el trabajo en su integridad. Por lo tanto, esta división comprende también la promoción de obras de ingeniería civil, que se clasifica junto a la construcción de la obra correspondiente.",""," ","SI","","AYUDACOD_CNAE09"
"4211","F4211","Construcción de carreteras y autopistas",4,"","421","Esta clase comprende:
- la construcción de autopistas, calles, carreteras y otras vías de circulación de vehículos y peatones
- las obras de superficie en calles, carreteras, autopistas, puentes y túneles:
 · asfaltado de carreteras
 · pintura y otra señalización de carreteras
 · la instalación de quitamiedos, señales de tráfico y similares
- la construcción de pistas de aterrizaje","Esta clase no comprende:
- la preparación de terrenos (véase 43.12)
- la instalación de alumbrado y señales eléctricas en calles (véase 43.21)
- las actividades de arquitectura e ingeniería (véase 71.1)
- la dirección de obras de construcción (véase 71.1) 
- las actividades de certificación de obras (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"4212","F4212","Construcción de vías férreas de superficie y subterráneas",4,"","421","Esta clase comprende:
- la construcción de vías férreas de superficie y subterráneas","Esta clase no comprende:
- la preparación de terrenos (véase 43.12)
- la instalación de alumbrado y señales eléctricas (véase 43.21)
- las actividades de arquitectura e ingeniería (véase 71.1)
- la dirección de obras de construcción (véase 71.1) 
- las actividades de certificación de obras (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"4213","F4213","Construcción de puentes y túneles",4,"","421","Esta clase comprende:
- la construcción de puentes, incluidos los que soportan carreteras elevadas
- la construcción de túneles","Esta clase no comprende:
- la instalación de alumbrado y señales eléctricas (véase 43.21)
- las actividades de arquitectura e ingeniería (véase 71.1)
- la dirección de obras de construcción (véase 71.1) 
- las actividades de certificación de obras (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"4221","F4221","Construcción de redes para fluidos",4,"","422","Esta clase comprende la construcción de redes de distribución para el transporte de fluidos. 

Esta clase comprende:
- la construcción de obras de ingeniería civil para:
 · gasoductos y oleoductos de larga distancia y redes urbanas para la distribución de gas o petróleo
 · redes de suministro de agua
 · sistemas de riego (canales)
 · grandes depósitos
- la construcción de:
 · sistemas de alcantarillado, incluida su reparación
 · plantas de tratamiento de aguas residuales (depuradoras)
 · estaciones de bombeo

Esta clase comprende también:
- la perforación de pozos hidráulicos","Esta clase no comprende:
- los servicios relacionados con la extracción de gas y petróleo (véase 09.10)
- la dirección de obras de ingeniería civil (véase 71.12) 
- las actividades de certificación de obras (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"4222","F4222","Construcción de redes eléctricas y de telecomunicaciones",4,"","422","Esta clase comprende la construcción de redes de distribución de electricidad y de telecomunicaciones. 

Esta clase comprende:
- la construcción de obras de ingeniería civil para:
 · redes eléctricas y de comunicación urbanas y de larga distancia
 · centrales eléctricas
 · la instalación de plantas solares (Febrero 2017)
 · la instalación de plantas de energía eólica (Febrero 2017)","Esta clase no comprende:
- la dirección de obras de ingeniería civil (véase 71.12) 
- las actividades de certificación de obras (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"429","F429","Construcción de otros proyectos de ingeniería civil",3,"","42","",""," ","","","AYUDACOD_CNAE09"
"4291","F4291","Obras hidráulicas",4,"","429","Esta clase comprende:
- la construcción de:
 · canales navegables, puertos, obras fluviales, puertos deportivos, esclusas, etc.
 · presas (embalses) y diques
- dragado de vías navegables, etc.","Esta clase no comprende:
- la dirección de obras de ingeniería civil (véase 71.12) 
- las actividades de certificación de obras (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"4299","F4299","Construcción de otros proyectos de ingeniería civil n.c.o.p.",4,"","429","Esta clase comprende:
- la construcción de instalaciones industriales, excepto edificios, como:
 · refinerías
 · plantas químicas
- las obras de construcción, excepto de edificios, como:
 · instalaciones deportivas al aire libre

Esta clase comprende también: 
- la parcelación con mejora de terrenos (por ejemplo, adición de carreteras, infraestructuras para redes de abastecimiento, etc.)
- las actividades de instalación de vías de kart (Febrero 2017)","Esta clase no comprende: 
- la instalación de maquinaria y equipo industrial (véase 33.20)
- la parcelación de terrenos sin mejora (véase 68.10)
- la dirección de obras de ingeniería civil (véase 71.12) 
- las actividades de certificación de obras (véase 74.90)"," ","SI","","AYUDACOD_CNAE09"
"43","F43","Actividades de construcción especializada",2,"","F","Esta división comprende las actividades de construcción especializada, es decir, la preparación y la construcción de partes de edificios y obras de ingeniería civil. Estas actividades suelen estar especializadas en un aspecto común a diferentes estructuras y requieren la utilización de técnicas y equipos especiales. Se trata de actividades tales como la hinca de pilotes, la cimentación, la erección de estructuras de edificios, el hormigonado, la colocación de ladrillo y piedra, la instalación de andamios, la construcción de cubiertas, etc. Se incluye la construcción de estructuras de acero, siempre que sus partes no sean fabricadas por la misma unidad. Las actividades de construcción especializada se realizan en su mayoría mediante subcontratación, pero cuando se trata de trabajos de construcción destinados a la reparación se suele realizar directamente para el propietario. 

Se incluyen asimismo las actividades de acabado de edificios. 

Esta sección comprende además la instalación de todo tipo de equipos que permiten que la construcción funcione como tal. Normalmente estas actividades se realizan a pie de obra, aunque algunas partes del trabajo pueden llevarse a cabo en talleres especializados. Se incluyen actividades como la fontanería, la instalación de sistemas de calefacción y aire acondicionado, antenas, sistemas de alarma y otras instalaciones eléctricas, sistemas de aspersión automática contra incendios, ascensores y escaleras mecánicas, etc. También se incluyen los trabajos de aislamiento (térmico, sonoro y de humedad), chapistería, refrigeración industrial, la instalación de sistemas de iluminación y señalización de carreteras, ferrocarriles, aeropuertos, puertos, etc. También se incluye la reparación correspondiente a las actividades mencionadas. 

Las actividades de acabado de edificios y obras son las que contribuyen al acabado o terminación de la construcción, como el acristalamiento, revocamiento, pintura, embaldosado y alicatado o el revestimiento con otros materiales como el parqué, moqueta, papel pintado, etc., pulido de suelos, carpintería, sistemas acústicos, limpieza exterior, etc. También se incluye la reparación correspondiente a las actividades mencionadas. 

El alquiler de equipos con operario se clasifica como la actividad de construcción asociada a dichos equipos.",""," ","SI","","AYUDACOD_CNAE09"
"431","F431","Demolición y preparación de terrenos",3,"","43","Este grupo comprende las actividades de preparación de un terreno para la realización posterior de actividades de construcción, incluida la retirada de estructuras preexistentes.",""," ","SI","","AYUDACOD_CNAE09"
"4311","F4311","Demolición",4,"","431","Esta clase comprende:
- la demolición y derribo de edificios y otras estructuras",""," ","SI","","AYUDACOD_CNAE09"
"4312","F4312","Preparación de terrenos",4,"","431","Esta clase comprende:
- la limpieza de escombros
- el movimiento de tierras: excavación, terraplenes, rellenado y nivelación de emplazamientos de obras, excavación de zanjas, retirada de rocas, voladuras, etc.
- la preparación de explotaciones mineras:
 · el destape de minas y otras actividades de preparación y desarrollo de los terrenos y las propiedades mineros, excepto yacimientos de petróleo y gas

Esta clase comprende también:
- el drenaje de emplazamientos de obras
- el drenaje de terrenos agrícolas y forestales","Esta clase no comprende:
- la perforación de pozos de producción de petróleo y gas (véase 06.10 y 06.20)
- la descontaminación del suelo (véase 39.00)
- la excavación de pozos hidráulicos (véase 42.21)
- la perforación de pozos de minas (véase 43.99)"," ","SI","","AYUDACOD_CNAE09"
"4313","F4313","Perforaciones y sondeos",4,"","431","Esta clase comprende:
- las perforaciones, sondeos y muestreos para la construcción, geofísicos, geológicos u otros fines similares","Esta clase no comprende:
- la perforación de pozos de producción de petróleo y gas (véase 06.10 y 06.20)
- los servicios de perforaciones y sondeos de apoyo a las actividades mineras (véase 09.90) 
- la excavación de pozos hidráulicos (véase 42.21)
- la perforación de pozos de minas (véase 43.99)
- la prospección de yacimientos de petróleo y de gas; los estudios geofísicos, geológicos y sismográficos (véase 71.12)"," ","SI","","AYUDACOD_CNAE09"
"432","F432","Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción",3,"","43","Este grupo comprende las actividades de instalación que permiten el funcionamiento de un edificio como tal, incluida la instalación de sistemas eléctricos, fontanería (agua, gas y sistemas de aguas residuales), sistemas de calefacción y aire acondicionado, ascensores, etc.",""," ","SI","","AYUDACOD_CNAE09"
"4321","F4321","Instalaciones eléctricas",4,"","432","Esta clase comprende la instalación de sistemas eléctricos en todo tipo de edificios y estructuras de ingeniería civil.

Esta clase comprende:
- la instalación de: 
 · cables eléctricos y sus accesorios
 · cables de telecomunicación
 · cables para redes informáticas y de televisión por cable, incluidos los de fibra óptica
 · antenas parabólicas
 · sistemas de iluminación
 · alarmas contra incendios
 · sistemas de alarma de protección contra robos
 · alumbrado y señales eléctricas en calles 
 · parquímetros
 · alumbrado de pistas aeroportuarias

Esta clase comprende también:
- la conexión de aparatos eléctricos y equipos domésticos, incluida la calefacción por hilo radiante 
- la instalación de calderas eléctricas
- la instalación eléctrica especializada para exhibición de stands (Febrero 2017)","Esta clase no comprende:
- la construcción de líneas eléctricas y de comunicaciones (véase 42.22)
- la vigilancia a distancia o no de sistemas electrónicos de seguridad, como alarmas contra robos o incendios, incluida su instalación y su mantenimiento (véase 80.20)"," ","SI","","AYUDACOD_CNAE09"
"4322","F4322","Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",4,"","432","Esta clase comprende la instalación de fontanería y sistemas de calefacción y aire acondicionado, incluidas las ampliaciones, las reformas, el mantenimiento y la reparación. 

Esta clase comprende:
- la instalación en edificios y otras obras de construcción de:
 · sistemas de calefacción (eléctrica, de gas o de petróleo)
 · hornos y torres de refrigeración
 · colectores no eléctricos de energía solar
 · fontanería y sanitarios
 · equipos y conducciones de ventilación y aire acondicionado
 · instalaciones de gas
 · conducciones de vapor
 · sistemas de aspersión automática contra incendios
 · sistemas de aspersión automática para riego 
 · extintores 
- instalación de canalizaciones
- instalación de sistemas de intercambio de calor (Febrero 2017)","Esta clase no comprende:
- la instalación de calefacción radiante eléctrica (véase 43.21)
- la reparación de equipos de aire acondicionado (no central) (véase 95.22)"," ","SI","","AYUDACOD_CNAE09"
"4329","F4329","Otras instalaciones en obras de construcción",4,"","432","Esta clase comprende la instalación de equipos distintos de los sistemas eléctricos, de fontanería, de calefacción y de aire acondicionado, y de maquinaria industrial en edificios y estructuras de ingeniería civil.

Esta clase comprende:
- la instalación en edificios y otras obras de construcción de:
 · ascensores y escaleras mecánicas, incluyendo su reparación y mantenimiento
 · puertas automáticas y giratorias
 · pararrayos
 · sistema de limpieza por aspirado
 · aislamientos térmicos, de sonido o de vibraciones","Esta clase no comprende:
- la instalación de maquinaria industrial (véase 33.20)
- los trabajos de impermeabilización (véase 43.99)"," ","SI","","AYUDACOD_CNAE09"
"4331","F4331","Revocamiento",4,"","433","Esta clase comprende:
- la aplicación en edificios y otras obras de construcción de yeso y estuco interior y exterior, incluidos los materiales de listonado correspondientes",""," ","SI","","AYUDACOD_CNAE09"
"4332","F4332","Instalación de carpintería",4,"","433","Esta clase comprende:
- la instalación de puertas (excepto automatizadas y giratorias), ventanas y sus marcos de madera u otros materiales
- la instalación de cocinas, armarios empotrados, escaleras, mobiliario para tiendas y similares
- los acabados interiores, como techos, tabiques móviles, etc.","Esta clase no comprende:
- la instalación de puertas automatizadas y giratorias (véase 43.29)"," ","SI","","AYUDACOD_CNAE09"
